City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,howard springs,-12.497,131.047,26.42,95,0,2.76,AU,1707073006
362,brisas de zicatela,15.8369,-97.0419,29.85,48,24,8.15,MX,1707073537
363,antalaha,-14.9003,50.2788,24.67,91,100,2.65,MG,1707073537
364,altay,47.8667,88.1167,-12.43,76,100,3.19,CN,1707073537
365,skovorodino,53.9833,123.9167,-29.62,100,22,0.8,RU,1707073537
366,port augusta,-32.5,137.7667,21.07,67,0,10.19,AU,1707073334
367,erenhot,43.6475,111.9767,-12.32,97,100,1.33,CN,1707073369
368,holualoa,19.6228,-155.9522,20.48,73,20,0.0,US,1707073070
369,argo,37.6333,22.7333,11.34,65,0,2.03,GR,1707073334
370,amursk,50.2261,136.8994,-25.57,100,99,1.5,RU,1707073538
371,los zacatones,22.95,-102.05,18.81,9,0,7.29,MX,1707073538
372,kununurra,-15.7667,128.7333,26.99,94,8,2.06,AU,1707072810
373,jatibarang,-6.4747,108.3153,25.06,90,100,1.77,ID,1707073538
374,dimbokro,6.6451,-4.7048,30.92,16,99,0.84,CI,1707073323
375,svetlyy,54.675,20.1347,6.28,88,100,13.49,RU,1707073066
376,phongsali,21.6833,102.1058,7.95,69,0,0.42,LA,1707073016
377,metlili chaamba,32.2667,3.6333,11.17,42,0,2.31,DZ,1707073539
378,aykhal,66.0,111.5,-29.68,93,74,3.21,RU,1707073013
379,sisimiut,66.9395,-53.6735,-20.71,96,96,2.83,GL,1707072974
380,bamboo flat,11.7,92.7167,26.05,78,18,1.03,IN,1707073008
381,houghton,47.1219,-88.569,0.63,91,100,4.12,US,1707073540
382,formello,42.0801,12.3998,9.62,84,8,0.61,IT,1707073540
383,pyetrykaw,52.1289,28.4921,2.75,91,100,6.89,BY,1707073344
384,saudarkrokur,65.7461,-19.6394,-9.91,82,99,2.37,IS,1707072985
385,paita,-5.0892,-81.1144,26.68,71,94,6.11,PE,1707073540
386,mount pearl,47.5166,-52.7813,0.96,96,100,11.83,CA,1707072732
387,tazacorte,28.629,-17.9293,22.3,35,0,5.66,ES,1707073322
388,plastun,44.7561,136.2939,-16.37,85,4,4.03,RU,1707073541
389,cootamundra,-34.65,148.0333,23.86,58,100,2.98,AU,1707073541
390,yola,9.2,12.4833,27.68,14,23,1.85,NG,1707073541
391,baicheng,45.6167,122.8167,-13.36,59,100,2.41,CN,1707073541
392,brady,31.1352,-99.3351,14.51,58,75,10.29,US,1707073541
393,pontianak,-0.0333,109.3333,25.55,94,100,0.51,ID,1707073541
394,nema,57.5067,50.5011,-8.83,94,100,6.3,RU,1707073319
395,kawm umbu,24.4767,32.9463,14.23,23,5,5.03,EG,1707072971
396,banjar,-8.19,114.9675,24.92,94,100,0.96,ID,1707073542
397,ninghai,29.2892,121.4247,6.05,91,100,3.8,CN,1707073542
398,homer,59.6425,-151.5483,-7.91,81,100,1.54,US,1707073542
399,santiago de cao,-7.9589,-79.2392,26.07,69,75,2.06,PE,1707073542
400,chifeng,42.2683,118.9636,-9.94,61,100,0.73,CN,1707073542
401,ola,59.5833,151.2833,-23.5,85,12,4.6,RU,1707072973
402,turtas,58.9417,69.1325,-14.05,96,98,2.4,RU,1707073338
403,poland,44.0606,-70.3937,2.11,36,0,4.63,US,1707073542
404,pingyi,35.5006,117.6308,-5.39,93,100,2.65,CN,1707073523
405,bayanaul,50.7889,75.6956,-7.8,91,100,4.75,KZ,1707073542
406,bandundu,-3.3167,17.3667,26.64,70,91,1.46,CD,1707073543
407,tanjung pinang,0.9167,104.45,27.02,84,89,4.67,ID,1707073543
408,goias,-15.5807,-49.6362,23.37,78,100,1.7,BR,1707073543
409,victoria de durango,24.0333,-104.6667,17.82,16,0,1.79,MX,1707073543
410,st. john's,47.5649,-52.7093,1.38,96,100,11.83,CA,1707073021
411,camayenne,9.535,-13.6878,30.05,54,40,3.09,GN,1707073543
412,vila do maio,15.1333,-23.2167,25.44,69,1,5.02,CV,1707073323
413,sinop,41.7711,34.8709,3.51,91,100,2.55,TR,1707073096
414,fortuna,40.5982,-124.1573,6.5,97,40,0.0,US,1707073361
415,sundarnagar,31.5333,76.8833,8.12,92,68,1.71,IN,1707073543
416,yei,4.095,30.6779,25.1,36,38,2.85,SS,1707073543
417,fockbek,54.3,9.6,6.84,94,100,10.29,DE,1707073544
418,sittwe,20.15,92.9,19.01,60,1,5.28,MM,1707072976
419,sao joao do piaui,-8.3581,-42.2467,34.82,34,100,3.1,BR,1707073422
420,greenfields,-33.0333,27.8622,23.08,100,75,3.6,ZA,1707073544
421,watertown,42.3709,-71.1828,4.16,44,0,2.24,US,1707073331
422,tuy hoa,13.0833,109.3,22.01,94,42,1.34,VN,1707073544
423,bandon,51.7469,-8.7425,9.77,87,86,7.83,IE,1707073544
424,grants,35.1473,-107.8514,6.13,31,0,7.72,US,1707073502
425,chota,-6.55,-78.65,18.16,77,99,2.68,PE,1707073544
426,hami,42.8,93.45,-5.14,64,0,2.44,CN,1707073327
427,whakatane,-37.9585,176.9854,14.24,92,6,0.89,NZ,1707073545
428,sardhana,29.15,77.6167,13.36,97,76,2.9,IN,1707073545
429,vatra dornei,47.35,25.3667,2.8,83,100,3.58,RO,1707073545
430,winterville,35.529,-77.4011,11.67,44,0,5.14,US,1707073545
431,ke-macina,13.9623,-5.3572,28.67,9,49,4.36,ML,1707073545
432,linevo,54.4589,83.3764,-2.99,90,100,8.48,RU,1707073545
433,brioude,45.1667,3.4167,6.11,81,45,0.32,FR,1707073545
434,dalbandin,28.8947,64.4101,11.01,28,0,4.52,PK,1707073545
435,kourou,5.1552,-52.6478,32.03,69,100,4.27,GF,1707073023
436,cabras,39.93,8.5314,11.66,92,7,1.26,IT,1707073546
437,zouerate,22.7187,-12.4521,22.35,8,100,4.48,MR,1707073546
438,ascoli piceno,42.8548,13.5749,9.45,72,10,1.85,IT,1707073546
439,ribeira brava,32.65,-17.0667,19.12,60,100,3.48,PT,1707073546
440,lompoc,34.6391,-120.4579,12.79,88,100,13.38,US,1707072842
441,bovalino,38.149,16.174,13.5,73,0,3.77,IT,1707073546
442,kaiapoi,-43.3783,172.6401,16.12,74,10,1.03,NZ,1707073546
443,hit,33.6416,42.8251,14.45,39,85,3.14,IQ,1707073546
444,onguday,50.75,86.15,-11.27,90,100,1.23,RU,1707073547
445,el calafate,-50.3408,-72.2768,19.63,52,75,8.68,AR,1707073096
446,yanggu,36.1106,115.7753,-6.35,97,26,2.29,CN,1707073547
447,kerema,-7.9631,145.7785,24.81,89,97,2.6,PG,1707073547
448,geraldton,-28.7667,114.6,17.23,72,45,8.23,AU,1707073069
449,coruripe,-10.1256,-36.1756,28.88,66,17,4.77,BR,1707073547
450,suva,-18.1416,178.4415,23.71,94,40,2.06,FJ,1707073320
451,kristiansund,63.1115,7.732,0.36,93,75,2.57,NO,1707073042
452,novyye burasy,52.1324,46.0714,0.92,90,100,7.48,RU,1707073547
453,uvinza,-5.1036,30.3911,20.51,93,100,0.42,TZ,1707073548
454,torghay,49.6339,63.4981,-2.91,93,99,7.41,KZ,1707073063
455,sanya,18.2431,109.505,23.09,83,20,3.0,CN,1707073548
456,namibe,-15.1961,12.1522,26.23,79,92,2.62,AO,1707073020
457,pangody,65.85,74.4859,-16.18,97,100,2.41,RU,1707073300
458,rundu,-17.9333,19.7667,20.65,85,97,1.24,NA,1707073548
459,gebeit,21.0667,36.3167,15.09,65,100,2.51,SD,1707073548
460,wynyard,-41.0,145.7167,17.21,80,90,3.14,AU,1707073071
461,nuku'alofa,-21.1333,-175.2,26.19,94,40,3.09,TO,1707073374
462,taboao da serra,-23.6261,-46.7917,23.71,85,100,2.57,BR,1707073548
463,brezina,33.0989,1.2608,10.33,43,0,1.65,DZ,1707073549
464,vangaindrano,-23.35,47.6,23.52,89,100,2.63,MG,1707073402
465,muisne,0.6,-80.0333,28.25,75,78,3.65,EC,1707073549
466,isangel,-19.55,169.2667,27.21,87,100,6.2,VU,1707073549
467,revda,56.801,59.9303,-17.44,100,95,1.39,RU,1707073068
468,chachapoyas,-6.2317,-77.869,19.37,68,89,2.68,PE,1707073549
469,merritt island,28.5392,-80.672,20.62,85,20,7.2,US,1707073549
470,hirara,24.8,125.2833,23.15,94,100,6.17,JP,1707073088
471,rovnoye,50.7765,46.0509,1.37,91,100,6.64,RU,1707073550
472,manta,-0.95,-80.7333,26.67,83,40,5.81,EC,1707073550
473,pavlovsk,50.4578,40.1081,2.19,84,100,5.7,RU,1707073550
474,kivioli,59.3531,26.9711,-2.22,81,61,5.65,EE,1707073550
475,kapuskasing,49.4169,-82.4331,4.0,56,20,0.0,CA,1707073031
476,pathein,16.7833,94.7333,22.08,56,48,5.03,MM,1707073065
477,at-bashi,41.1702,75.8106,-16.26,76,18,1.31,KG,1707073550
478,najran,17.4924,44.1277,20.36,41,0,0.71,SA,1707073550
479,staroshcherbinovskaya,46.6311,38.6742,5.41,90,100,7.34,RU,1707073550
480,saint-philippe,-21.3585,55.7679,22.77,72,38,3.6,RE,1707073285
481,nantucket,41.2835,-70.0995,1.06,55,0,10.8,US,1707073018
482,tariba,7.8188,-72.2243,26.95,57,100,1.07,VE,1707073551
483,tekman,39.6436,41.5078,-5.05,94,100,2.24,TR,1707073551
484,el granada,37.5027,-122.4694,12.23,92,100,11.32,US,1707072805
485,walvis bay,-22.9575,14.5053,21.53,78,100,0.51,NA,1707073551
486,altai,46.3722,96.2583,-20.33,76,0,1.19,MN,1707073059
487,prince rupert,54.3161,-130.3201,-0.95,100,0,3.09,CA,1707073217
488,basco,20.4487,121.9702,25.28,88,58,6.18,PH,1707073004
489,kailua-kona,19.6406,-155.9956,22.52,73,40,3.6,US,1707072810
490,chester,40.1254,-75.8749,7.28,47,0,3.09,US,1707073552
491,black river,18.0264,-77.8487,27.43,68,69,5.74,JM,1707073552
492,malango,-2.9627,119.9001,20.66,97,100,1.32,ID,1707073092
493,tionk essil,12.7856,-16.5217,35.03,17,7,5.3,SN,1707073552
494,aral,40.5156,81.2636,-1.62,54,100,0.67,CN,1707073079
495,sydney,-33.8679,151.2073,25.05,85,100,2.57,AU,1707072949
496,nova vicosa,-17.8919,-39.3719,28.2,64,26,3.68,BR,1707073040
497,birao,10.2849,22.7882,24.53,18,7,3.18,CF,1707073363
498,nkhotakota,-12.9274,34.2961,24.5,80,98,1.8,MW,1707073552
499,colonia,50.9333,6.95,11.23,83,100,8.23,DE,1707072782
500,praia da vitoria,38.7333,-27.0667,17.14,94,20,5.65,PT,1707073374
501,waddan,29.1614,16.139,12.42,48,7,3.32,LY,1707073552
502,bubaque,11.2833,-15.8333,26.52,75,0,5.88,GW,1707073020
503,lukolela,-1.0605,17.1821,26.24,60,89,1.84,CD,1707073553
504,ushtobe,45.2514,77.9838,-6.97,84,91,2.26,KZ,1707073553
505,ghat,24.9647,10.1728,13.04,24,0,3.12,LY,1707073553
506,imperatriz,-5.5264,-47.4917,33.03,55,40,3.6,BR,1707073548
507,tromso,69.6496,18.957,-2.99,68,0,1.03,NO,1707073553
508,pleiku,13.9833,108.0,19.02,80,52,1.21,VN,1707073553
509,ingeniero jacobacci,-41.3427,-69.5448,28.91,17,35,11.47,AR,1707073553
510,dassun,17.7204,121.6816,20.83,90,5,1.23,PH,1707073553
511,port shepstone,-30.7414,30.455,24.67,88,97,7.56,ZA,1707073553
512,kenora,49.8167,-94.4337,0.54,100,100,1.03,CA,1707073554
513,chuguyevka,44.1653,133.8633,-22.16,100,92,1.04,RU,1707073554
514,arraial do cabo,-22.9661,-42.0278,27.92,78,75,7.2,BR,1707072978
515,laguna,38.421,-121.4238,12.48,82,100,10.29,US,1707073554
516,kingman,35.1894,-114.053,9.88,44,100,1.34,US,1707073270
517,fukuecho,32.6881,128.8419,12.05,94,100,9.0,JP,1707073554
518,qusmuryn,52.4503,64.6311,-3.32,92,100,7.39,KZ,1707073554
519,the pas,53.8251,-101.2541,-2.99,93,100,4.12,CA,1707073554
520,cerro largo,-28.1486,-54.7381,36.28,32,4,3.1,BR,1707073554
521,hebi,35.8992,114.1925,-4.9,76,7,0.76,CN,1707073554
522,san luis de la loma,17.2706,-100.8939,28.96,46,0,5.3,MX,1707073036
523,hudson,40.7168,-74.0663,7.48,40,0,3.6,US,1707073555
524,puerto aysen,-45.4,-72.7,20.98,59,10,1.92,CL,1707073090
525,vorkuta,67.5,64.0,-16.82,92,100,1.31,RU,1707073076
526,tsiroanomandidy,-18.7667,46.0333,21.59,91,100,0.69,MG,1707073555
527,fallon,39.4735,-118.7774,3.95,74,100,9.77,US,1707072807
528,katabu,-4.9333,122.5167,24.12,95,100,1.0,ID,1707073348
529,mount isa,-20.7333,139.5,25.87,89,72,3.09,AU,1707072795
530,noumea,-22.2763,166.4572,28.33,99,100,6.07,NC,1707073000
531,tindouf,27.6711,-8.1474,15.33,31,58,5.23,DZ,1707073004
532,baturaja,-4.1333,104.1667,23.06,98,100,0.6,ID,1707073555
533,tangalle,6.024,80.7911,25.09,88,99,5.12,LK,1707073555
534,guerrero negro,27.9769,-114.0611,18.31,50,0,2.6,MX,1707073038
535,panarukan,-7.7018,113.9184,25.03,91,100,2.91,ID,1707073556
536,okhotsk,59.3833,143.3,-23.16,79,15,6.58,RU,1707073296
537,aioun,16.6614,-9.6149,25.83,7,22,5.5,MR,1707073022
538,chhor,25.5167,69.7667,20.06,56,16,2.43,PK,1707073556
539,ouarzazat,30.9189,-6.8934,16.16,12,0,1.03,MA,1707073556
540,gizo,-8.103,156.8419,28.09,77,74,4.47,SB,1707073324
541,kuanda,56.3161,116.0806,-28.05,96,100,0.48,RU,1707072977
542,lata,40.1629,-8.3327,14.95,80,100,0.33,PT,1707072982
543,queenstown,-31.8976,26.8753,18.38,81,93,2.91,ZA,1707073061
544,kayes,14.0,-11.0,32.35,9,11,3.43,ML,1707073556
545,darab,28.7519,54.5444,7.74,33,0,1.38,IR,1707073557
546,jamul,32.717,-116.8761,15.74,59,0,4.12,US,1707073557
547,homestead meadows north,31.8496,-106.1729,11.68,30,0,5.14,US,1707073557
548,inari,68.906,27.0288,-17.1,100,84,1.72,FI,1707073018
549,port antonio,18.18,-76.4612,29.42,64,1,1.34,JM,1707073557
550,machico,32.7,-16.7667,19.96,77,40,3.6,PT,1707073557
551,peterborough,52.5736,-0.2478,12.27,76,20,8.75,GB,1707073557
552,zeribet el oued,34.6828,6.5111,15.44,45,0,0.8,DZ,1707073557
553,sitangkai,4.6628,119.3928,27.05,81,100,3.66,PH,1707073557
554,mugia,43.1041,-9.2179,12.71,84,88,0.71,ES,1707073302
555,mana,5.6592,-53.7767,29.29,71,100,6.05,GF,1707073558
556,maple ridge,49.2194,-122.6019,6.14,94,100,0.45,CA,1707073558
557,kyzyl,51.7,94.45,-27.21,97,59,0.89,RU,1707073461
558,clinton,42.587,-82.9199,5.69,63,20,1.54,US,1707073356
559,igunga,-4.2833,33.8833,20.61,88,100,2.97,TZ,1707073558
560,bokovskaya,49.229,41.8306,2.14,94,100,4.78,RU,1707073558
561,oral,51.2333,51.3667,0.99,93,100,11.0,KZ,1707073558
562,alupka,44.4167,34.05,8.58,92,100,4.64,UA,1707073558
563,upington,-28.4478,21.2561,34.21,20,20,2.57,ZA,1707073029
564,bataipora,-22.2953,-53.2711,32.0,38,100,4.71,BR,1707073285
565,sinegorskiy,48.0139,40.8447,2.77,93,100,6.68,RU,1707073559
566,amahai,-3.3333,128.9167,25.89,85,100,2.63,ID,1707073559
